Source;Target;Color
201;20;red
201;3;red
201;5;red
201;134;red
201;406;red
201;137;red
201;414;red
201;6;red
201;140;red
201;32;red
201;207;red
201;415;red
201;105;red
201;215;red
201;322;red
201;43;red
201;72;red
201;11;red
201;12;red
201;416;red
201;14;yellow
201;145;red
201;147;yellow
186;3;red
186;130;red
186;5;red
186;144;red
186;11;red
26;3;red
26;79;red
26;235;red
26;22;red
26;260;red
26;90;red
26;5;red
26;99;red
26;240;red
26;136;red
26;91;red
26;6;red
26;32;red
26;205;red
26;103;red
26;35;red
26;104;red
26;82;red
26;93;red
26;9;red
26;244;red
26;108;red
26;53;red
26;83;yellow
26;109;red
26;110;red
26;72;red
26;11;red
26;12;red
26;13;red
26;47;red
26;173;red
26;49;red
26;211;red
26;112;yellow
26;94;red
417;418;red
419;53;red
419;11;red
420;258;red
420;3;red
420;306;red
420;79;red
420;235;red
420;192;red
420;281;red
420;4;red
420;22;red
420;184;red
420;131;red
420;97;red
420;260;red
420;5;red
420;26;red
420;99;red
420;28;red
420;240;red
420;307;red
420;32;red
420;308;red
420;103;red
420;309;red
420;8;red
420;81;red
420;82;red
420;310;red
420;108;red
420;53;red
420;40;red
420;154;yellow
420;311;red
420;312;yellow
420;69;red
420;11;red
420;12;red
420;167;yellow
420;313;red
421;3;red
421;27;red
421;80;red
421;334;red
421;46;red
421;113;yellow
422;281;red
422;136;red
422;8;red
422;10;red
422;14;yellow
422;266;red
422;94;red
422;423;red
422;163;red
27;89;red
27;95;red
27;129;red
27;150;red
27;212;red
27;3;red
27;130;red
27;79;red
27;96;red
27;23;red
27;74;red
27;90;red
27;24;red
27;5;red
27;98;red
27;99;red
27;151;red
27;275;red
27;75;red
27;241;red
27;91;red
27;101;red
27;32;red
27;205;red
27;152;red
27;64;red
27;102;red
27;103;red
27;35;red
27;8;red
27;424;yellow
27;104;red
27;105;red
27;106;red
27;82;red
27;9;red
27;244;red
27;107;red
27;108;red
27;66;red
27;40;red
27;41;red
27;42;red
27;44;red
27;109;red
27;110;red
27;193;red
27;69;red
27;143;red
27;182;yellow
27;46;red
27;72;red
27;144;red
27;11;red
27;12;red
27;13;red
27;47;red
27;14;yellow
27;48;red
27;111;red
27;49;red
27;146;red
27;211;red
27;112;yellow
27;94;red
27;50;red
27;51;red
27;113;yellow
27;425;red
27;118;yellow
27;15;yellow
135;58;red
135;128;red
135;20;red
135;234;red
135;59;red
135;254;red
135;258;red
135;3;red
135;79;red
135;317;red
135;184;red
135;260;red
135;23;red
135;74;red
135;5;red
135;27;red
135;99;red
135;238;red
135;136;red
135;61;red
135;63;red
135;32;red
135;65;red
135;8;red
135;243;red
135;37;red
135;413;red
135;310;red
135;108;red
135;38;red
135;53;red
135;83;yellow
135;45;red
135;10;red
135;69;red
135;249;red
135;300;red
135;173;red
135;211;red
135;286;red
135;94;red
135;76;yellow
135;50;red
426;427;red
428;163;green
291;282;red
291;200;red
291;47;red
291;429;red
291;15;yellow
98;3;red
98;79;red
98;184;red
98;96;red
98;90;red
98;24;red
98;5;red
98;27;red
98;99;red
98;158;red
98;91;red
98;6;red
98;102;red
98;284;red
98;103;red
98;172;red
98;36;red
98;106;red
98;108;red
98;40;red
98;345;red
98;11;red
98;12;red
98;296;red
98;166;red
98;94;red
98;76;yellow
98;51;red
98;219;yellow
98;353;red
98;222;red
430;234;red
430;5;red
430;30;red
430;144;red
430;11;red
430;217;yellow
99;150;red
99;212;red
99;3;red
99;79;red
99;165;red
99;22;red
99;184;red
99;23;red
99;74;red
99;90;red
99;24;red
99;5;red
99;133;red
99;26;red
99;27;red
99;336;red
99;239;red
99;136;red
99;241;red
99;91;red
99;6;red
99;292;red
99;32;red
99;102;red
99;187;red
99;103;red
99;309;red
99;172;red
99;104;red
99;106;red
99;81;red
99;93;red
99;9;red
99;244;red
99;107;red
99;108;red
99;38;red
99;83;yellow
99;40;red
99;277;red
99;41;red
99;42;red
99;109;red
99;110;red
99;193;red
99;69;red
99;11;red
99;12;red
99;13;red
99;47;red
99;14;yellow
99;48;red
99;49;red
99;146;red
99;112;yellow
99;94;red
99;147;yellow
99;50;red
99;51;red
99;114;yellow
99;189;yellow
99;177;yellow
431;1;red
431;3;red
431;235;red
431;5;red
431;26;red
431;240;red
431;102;red
431;242;red
431;246;red
431;11;red
431;76;yellow
431;379;red
171;169;red
171;2;red
171;59;red
171;3;red
171;235;red
171;192;red
171;4;red
171;22;red
171;23;red
171;5;red
171;26;red
171;99;red
171;151;red
171;158;red
171;238;red
171;61;red
171;400;red
171;63;red
171;414;red
171;91;red
171;6;red
171;383;red
171;33;red
171;65;red
171;102;red
171;187;red
171;172;red
171;8;red
171;104;red
171;141;red
171;153;red
171;9;red
171;294;red
171;244;red
171;107;red
171;334;red
171;66;red
171;53;red
171;40;red
171;42;red
171;43;red
171;45;red
171;432;red
171;68;red
171;10;red
171;433;red
171;154;yellow
171;209;red
171;278;red
171;46;red
171;72;red
171;11;red
171;12;red
171;13;red
171;300;red
171;210;red
171;434;red
171;49;red
171;167;yellow
171;435;yellow
171;211;red
171;112;yellow
171;94;red
171;50;red
171;436;yellow
171;55;red
171;437;red
438;14;yellow
438;163;red
439;88;red
439;440;red
441;83;yellow
441;11;red
442;6;red
443;26;red
151;58;red
151;89;red
151;149;red
151;169;red
151;2;red
151;20;red
151;150;red
151;59;red
151;3;red
151;79;red
151;165;red
151;22;red
151;184;red
151;96;red
151;23;red
151;90;red
151;5;red
151;186;red
151;27;red
151;336;red
151;99;red
151;171;red
151;158;red
151;136;red
151;30;red
151;63;red
151;6;red
151;383;red
151;101;red
151;140;red
151;32;red
151;152;red
151;64;red
151;33;red
151;34;red
151;102;red
151;242;red
151;103;red
151;207;red
151;105;red
151;106;red
151;81;red
151;243;red
151;153;red
151;37;red
151;9;red
151;294;red
151;244;red
151;107;red
151;108;red
151;38;red
151;66;red
151;159;yellow
151;39;red
151;40;red
151;42;red
151;43;red
151;44;red
151;109;red
151;45;red
151;68;red
151;110;red
151;193;red
151;209;red
151;69;red
151;71;red
151;143;red
151;182;yellow
151;278;red
151;46;red
151;72;red
151;144;red
151;11;red
151;13;red
151;217;yellow
151;47;red
151;210;red
151;14;yellow
151;48;red
151;111;red
151;49;red
151;250;red
151;167;yellow
151;145;red
151;112;yellow
151;266;red
151;94;red
151;76;yellow
151;50;red
151;51;red
151;368;red
444;445;purple
444;55;green
28;89;red
28;3;red
28;192;red
28;281;red
28;4;red
28;184;red
28;131;red
28;97;red
28;5;red
28;27;red
28;307;red
28;187;red
28;8;red
28;310;red
28;107;red
28;108;red
28;53;red
28;83;yellow
28;40;red
28;11;red
28;12;red
28;167;yellow
28;94;red
28;76;yellow
28;113;yellow
28;117;yellow
28;446;red
275;3;red
275;130;red
275;24;red
275;5;red
275;186;red
275;27;red
275;336;red
275;6;red
275;32;red
275;8;red
275;105;red
275;93;red
275;107;red
275;108;red
275;53;red
275;344;red
275;40;red
275;42;red
275;69;red
275;72;red
275;11;red
275;47;red
275;49;red
275;51;red
447;5;red
447;99;red
447;75;red
447;136;red
447;6;red
447;53;red
447;40;red
447;76;yellow
448;304;red
261;212;red
261;3;red
261;170;red
261;5;red
261;336;red
261;75;red
261;136;red
261;6;red
261;32;red
261;284;red
261;8;red
261;262;red
261;197;yellow
261;66;red
261;53;red
261;246;red
261;83;yellow
261;249;red
261;11;red
261;14;yellow
261;166;red
261;266;red
261;94;red
261;51;red
261;198;red
75;212;red
75;3;red
75;170;red
75;5;red
75;336;red
75;261;red
75;136;red
75;6;red
75;32;red
75;284;red
75;8;red
75;323;red
75;262;red
75;197;yellow
75;66;red
75;53;red
75;246;red
75;83;yellow
75;249;red
75;11;red
75;14;yellow
75;166;red
75;266;red
75;94;red
75;51;red
75;198;red
449;3;red
449;5;red
449;241;red
449;450;yellow
449;33;red
449;102;red
449;144;red
449;12;red
449;51;red
449;113;yellow
449;451;red
449;77;red
449;168;red
449;127;red
452;88;red
453;183;red
454;2;red
454;264;red
454;184;red
454;170;red
454;5;red
454;133;red
454;75;red
454;455;red
454;136;red
454;30;red
454;80;red
454;32;red
454;34;red
454;103;red
454;456;red
454;35;red
454;408;red
454;43;red
454;457;red
454;11;red
454;12;red
454;217;yellow
454;458;red
454;148;red
454;126;yellow
158;89;red
158;3;red
158;79;red
158;22;red
158;170;red
158;90;red
158;24;red
158;91;red
158;80;red
158;6;red
158;284;red
158;172;red
158;106;red
158;81;red
158;153;red
158;37;red
158;108;red
158;38;red
158;53;red
158;83;yellow
158;40;red
158;345;red
158;346;red
158;11;red
158;12;red
158;48;red
158;167;yellow
158;266;red
158;94;red
158;51;red
158;113;yellow
158;219;yellow
158;15;yellow
158;222;red
459;149;red
459;2;red
459;19;red
459;212;red
459;59;red
459;3;red
459;79;red
459;288;red
459;165;red
459;22;red
459;184;red
459;170;red
459;90;red
459;24;red
459;5;red
459;27;red
459;98;red
459;99;red
459;75;red
459;158;red
459;91;red
459;80;red
459;411;red
459;6;red
459;102;red
459;284;red
459;103;red
459;172;red
459;8;red
459;262;red
459;37;red
459;108;red
459;38;red
459;83;yellow
459;41;red
459;109;red
459;10;red
459;154;yellow
459;69;red
459;345;red
459;71;red
459;46;red
459;72;red
459;11;red
459;12;red
459;13;red
459;296;red
459;210;red
459;14;yellow
459;48;red
459;166;red
459;112;yellow
459;94;red
459;51;red
459;190;red
459;55;red
202;4;red
202;88;red
202;5;red
202;8;red
202;9;red
202;193;red
202;48;red
202;387;red
455;2;red
455;460;red
461;3;green
461;90;green
461;133;green
461;25;green
461;158;green
461;30;green
461;91;green
461;6;green
461;103;green
461;172;green
461;104;green
461;105;green
461;107;green
461;53;green
461;246;green
461;39;green
461;42;green
461;43;green
461;10;green
461;110;green
461;69;green
461;345;green
461;71;green
461;12;green
461;49;green
461;167;purple
461;112;purple
461;94;green
461;113;purple
461;219;purple
461;118;purple
461;121;purple
461;168;green
461;462;green
461;55;green
461;127;green
238;58;red
238;128;red
238;234;red
238;59;red
238;254;red
238;258;red
238;3;red
238;299;red
238;4;red
238;317;red
238;184;red
238;131;red
238;260;red
238;90;red
238;24;red
238;5;red
238;135;red
238;171;red
238;75;red
238;240;red
238;61;red
238;63;red
238;241;red
238;358;red
238;463;yellow
238;33;red
238;34;red
238;65;red
238;102;red
238;104;red
238;243;red
238;413;red
238;244;red
238;108;red
238;38;red
238;53;red
238;246;red
238;40;red
238;109;red
238;45;red
238;68;red
238;154;yellow
238;69;red
238;71;red
238;72;red
238;249;red
238;11;red
238;12;red
238;173;red
238;211;red
238;286;red
238;112;yellow
238;94;red
238;361;red
238;50;red
238;367;yellow
238;464;red
465;163;red
239;3;red
239;5;red
239;99;red
239;75;red
239;466;red
239;163;red
240;258;red
240;3;red
240;235;red
240;4;red
240;22;red
240;184;red
240;260;red
240;5;red
240;25;red
240;26;red
240;27;red
240;238;red
240;467;red
240;195;red
240;101;red
240;284;red
240;187;red
240;8;red
240;104;red
240;243;red
240;82;red
240;93;red
240;9;red
240;244;red
240;107;red
240;108;red
240;53;red
240;246;red
240;69;red
240;46;red
240;249;red
240;11;red
240;14;yellow
240;49;red
240;94;red
468;183;red
469;43;red
29;17;red
29;212;red
29;3;red
29;130;red
29;79;red
29;22;red
29;184;red
29;97;red
29;74;red
29;24;red
29;5;red
29;27;red
29;99;red
29;75;red
29;470;red
29;63;red
29;80;red
29;471;red
29;6;red
29;64;red
29;33;red
29;34;red
29;103;red
29;472;red
29;35;red
29;8;red
29;36;red
29;9;red
29;310;red
29;53;red
29;83;yellow
29;40;red
29;45;red
29;68;red
29;71;red
29;143;red
29;46;red
29;72;red
29;11;red
29;12;red
29;13;red
29;47;red
29;14;yellow
29;473;yellow
29;49;red
29;112;yellow
29;94;red
29;76;yellow
29;50;red
29;474;red
29;55;red
475;6;red
475;83;yellow
60;1;red
60;58;red
60;19;red
60;3;red
60;4;red
60;366;yellow
60;184;red
60;90;red
60;24;red
60;5;red
60;25;red
60;186;red
60;26;red
60;27;red
60;75;red
60;136;red
60;30;red
60;283;red
60;400;red
60;360;red
60;6;red
60;292;red
60;32;red
60;103;red
60;476;red
60;35;red
60;9;red
60;38;red
60;66;red
60;53;red
60;45;red
60;193;red
60;143;red
60;144;red
60;11;red
60;12;red
60;14;yellow
60;477;red
60;166;red
60;112;yellow
60;94;red
60;51;red
60;436;yellow
60;113;yellow
60;303;red
60;127;red
478;2;red
478;3;red
478;184;red
478;5;red
478;186;red
478;99;red
478;75;red
478;479;red
478;8;red
478;46;red
478;11;red
480;481;red
480;32;red
480;11;red
307;381;red
307;482;yellow
283;2;red
283;3;red
283;5;red
283;27;red
283;141;red
283;9;red
283;215;red
283;68;red
283;458;red
283;94;red
283;57;red
283;436;yellow
283;371;yellow
283;483;yellow
283;484;yellow
283;485;yellow
283;486;yellow
283;15;yellow
283;487;red
283;127;red
488;39;red
488;43;red
488;266;red
488;148;red
410;3;red
410;5;red
410;200;red
410;75;red
410;91;red
410;35;red
410;108;red
410;53;red
410;40;red
410;11;red
410;94;red
410;76;yellow
410;51;red
410;113;yellow
410;183;red
410;118;yellow
410;198;red
410;222;red
489;209;red
406;1;red
406;149;red
406;3;red
406;22;red
406;184;red
406;96;red
406;90;red
406;24;red
406;5;red
406;405;red
406;26;red
406;336;red
406;99;red
406;438;red
406;6;red
406;284;red
406;103;red
406;35;red
406;207;red
406;197;yellow
406;105;red
406;243;red
406;265;red
406;108;red
406;109;red
406;10;red
406;154;yellow
406;182;yellow
406;11;red
406;12;red
406;13;red
406;14;yellow
406;48;red
406;167;yellow
406;94;red
490;1;red
490;149;red
490;3;red
490;22;red
490;184;red
490;96;red
490;90;red
490;24;red
490;5;red
490;405;red
490;26;red
490;336;red
490;99;red
490;438;red
490;406;red
490;6;red
490;284;red
490;103;red
490;35;red
490;207;red
490;197;yellow
490;105;red
490;243;red
490;265;red
490;108;red
490;109;red
490;10;red
490;154;yellow
490;182;yellow
490;11;red
490;12;red
490;13;red
490;14;yellow
490;48;red
490;167;yellow
490;94;red
137;89;red
137;128;red
137;2;red
137;258;red
137;3;red
137;22;red
137;184;red
137;131;red
137;24;red
137;5;red
137;27;red
137;99;red
137;438;red
137;75;red
137;202;red
137;136;red
137;30;red
137;400;red
137;414;red
137;91;red
137;491;red
137;80;red
137;6;red
137;101;red
137;32;red
137;64;red
137;34;red
137;103;red
137;104;red
137;93;red
137;9;red
137;107;red
137;108;red
137;408;red
137;53;red
137;246;red
137;83;yellow
137;492;red
137;269;yellow
137;69;red
137;249;red
137;11;red
137;12;red
137;13;red
137;47;red
137;493;red
137;49;red
137;94;red
137;57;red
137;50;red
494;3;green
494;33;green
494;265;green
494;296;green
494;166;green
61;58;red
61;128;red
61;234;red
61;59;red
61;254;red
61;258;red
61;79;red
61;235;red
61;317;red
61;165;red
61;260;red
61;5;red
61;27;red
61;135;red
61;171;red
61;158;red
61;238;red
61;63;red
61;358;red
61;6;red
61;463;yellow
61;33;red
61;65;red
61;104;red
61;243;red
61;153;red
61;413;red
61;108;red
61;45;red
61;10;red
61;71;red
61;249;red
61;11;red
61;12;red
61;300;red
61;173;red
61;286;red
61;112;yellow
61;94;red
61;361;red
61;50;red
62;9;red
62;118;yellow
62;495;red
203;20;red
203;150;red
203;3;red
203;22;red
203;131;red
203;74;red
203;24;red
203;64;red
203;104;red
203;141;red
203;42;red
203;109;red
203;248;red
203;384;red
203;49;red
496;497;red
466;5;red
466;186;red
466;239;red
466;136;red
466;30;red
466;32;red
466;49;red
466;251;red
466;94;red
466;76;yellow
498;130;red
498;5;red
498;32;red
498;143;red
276;32;red
276;47;red
499;3;red
499;88;red
499;5;red
499;133;red
499;35;red
499;43;red
63;58;red
63;223;yellow
63;234;red
63;59;red
63;254;red
63;258;red
63;3;red
63;235;red
63;299;red
63;317;red
63;97;red
63;381;red
63;369;yellow
63;5;red
63;26;red
63;135;red
63;275;red
63;238;red
63;307;red
63;61;red
63;80;red
63;6;red
63;64;red
63;33;red
63;242;red
63;187;red
63;207;red
63;243;red
63;53;red
63;40;red
63;45;red
63;68;red
63;312;yellow
63;209;red
63;500;yellow
63;249;red
63;347;yellow
63;173;red
63;286;red
63;57;red
63;50;red
63;474;red
63;86;red
63;394;red
63;224;red
63;177;yellow
63;121;yellow
63;15;yellow
63;501;red
63;55;red
502;3;red
502;5;red
503;504;red
503;182;yellow
382;3;red
382;23;red
382;5;red
382;186;red
382;27;red
382;171;red
382;6;red
382;9;red
382;42;red
382;143;red
382;72;red
382;11;red
138;128;red
138;2;red
138;3;red
138;130;red
138;235;red
138;96;red
138;23;red
138;5;red
138;27;red
138;99;red
138;32;red
138;8;red
138;9;red
138;10;red
138;143;red
138;11;red
138;48;red
414;2;red
414;3;red
414;5;red
414;25;red
414;201;red
414;27;red
414;171;red
414;137;red
414;32;red
414;205;red
414;505;red
414;506;red
414;163;red
507;163;red
460;4;red
460;5;red
460;68;red
241;2;red
241;19;red
241;3;red
241;79;red
241;235;red
241;4;red
241;165;red
241;88;red
241;213;red
241;170;red
241;131;red
241;23;red
241;5;red
241;25;red
241;26;red
241;27;red
241;99;red
241;431;red
241;75;red
241;136;red
241;91;red
241;80;red
241;6;red
241;101;red
241;32;red
241;233;red
241;102;red
241;284;red
241;103;red
241;8;red
241;104;red
241;262;red
241;36;red
241;197;yellow
241;82;red
241;9;red
241;108;red
241;38;red
241;53;red
241;40;red
241;10;red
241;69;red
241;345;red
241;46;red
241;72;red
241;249;red
241;11;red
241;13;red
241;14;yellow
241;48;red
241;211;red
241;112;yellow
241;94;red
241;76;yellow
241;50;red
241;51;red
241;121;yellow
508;234;red
508;264;red
508;3;red
508;4;red
508;5;red
508;75;red
508;80;red
508;6;red
508;32;red
508;206;red
508;35;red
508;8;red
508;262;red
508;197;yellow
508;53;red
508;509;red
508;11;red
508;94;red
508;51;red
510;3;red
510;5;red
510;284;red
510;40;red
510;11;red
510;94;red
511;24;red
511;136;red
511;512;red
511;9;red
511;108;red
511;83;yellow
511;11;red
511;94;red
359;132;red
359;5;red
359;75;red
359;6;red
359;172;red
359;424;yellow
359;53;red
359;11;red
359;266;red
513;3;green
513;22;green
513;90;green
513;5;green
513;30;green
513;91;green
513;6;green
513;103;green
513;93;green
513;310;green
513;246;green
513;83;purple
513;42;green
513;312;purple
513;11;green
513;49;green
513;94;green
513;76;purple
513;391;purple
513;114;purple
513;514;purple
513;515;purple
513;116;purple
513;303;green
513;183;green
513;117;purple
513;118;purple
513;84;green
513;119;purple
513;120;purple
513;121;purple
513;178;green
513;168;green
513;516;purple
513;15;purple
513;517;purple
513;123;purple
513;368;green
513;518;purple
513;519;green
513;55;green
91;3;red
91;79;red
91;284;red
91;103;red
91;81;red
91;11;red
91;94;red
91;51;red
520;3;red
520;271;red
520;5;red
520;28;red
520;521;red
520;53;red
520;83;yellow
520;40;red
520;12;red
520;416;red
520;14;yellow
521;3;red
521;271;red
521;5;red
521;28;red
521;520;red
521;53;red
521;83;yellow
521;40;red
521;12;red
521;416;red
521;14;yellow
491;24;red
491;5;red
491;35;red
491;8;red
491;12;red
491;49;red
491;94;red
80;5;red
80;27;red
80;46;red
522;5;red
522;75;red
522;80;red
522;398;red
522;35;red
522;53;red
522;11;red
522;76;yellow
522;113;yellow
523;170;red
523;5;red
523;75;red
523;30;red
523;197;yellow
523;83;yellow
523;11;red
467;5;red
467;25;red
467;8;red
467;53;red
467;11;red
467;12;red
467;94;red
467;76;yellow
467;163;red
524;76;yellow
525;5;red
525;11;red
525;94;red
204;20;red
204;43;red
360;8;red
360;53;red
360;11;red
100;40;red
100;391;yellow
100;348;yellow
407;3;red
407;79;red
407;4;red
407;5;red
407;405;red
407;26;red
407;28;red
407;136;red
407;32;red
407;144;red
407;11;red
526;3;red
526;6;red
526;32;red
526;39;red
526;143;red
526;11;red
526;113;yellow
526;379;red
526;148;red
526;119;yellow
411;149;red
411;200;red
411;158;red
411;307;red
411;241;red
411;205;red
411;265;red
411;244;red
411;38;red
411;290;red
411;68;red
411;11;red
411;14;yellow
411;49;red
411;266;red
479;19;red
479;3;red
479;192;red
479;4;red
479;22;red
479;184;red
479;5;red
479;133;red
479;25;red
479;27;red
479;75;red
479;136;red
479;478;red
479;91;red
479;6;red
479;33;red
479;102;red
479;187;red
479;103;red
479;35;red
479;8;red
479;104;red
479;9;red
479;108;red
479;53;red
479;246;red
479;83;yellow
479;40;red
479;44;red
479;68;red
479;72;red
479;11;red
479;12;red
479;13;red
479;217;yellow
479;47;red
479;166;red
479;266;red
479;94;red
479;51;red
471;29;red
471;242;red
471;527;red
6;3;red
6;5;red
6;136;red
6;80;red
6;153;red
6;112;yellow
6;394;red
6;121;yellow
6;462;red
528;529;green
292;19;red
292;212;red
292;3;red
292;130;red
292;235;red
292;96;red
292;90;red
292;24;red
292;5;red
292;186;red
292;26;red
292;27;red
292;99;red
292;241;red
292;80;red
292;6;red
292;32;red
292;103;red
292;172;red
292;8;red
292;265;red
292;9;red
292;108;red
292;38;red
292;109;red
292;10;red
292;154;yellow
292;193;red
292;143;red
292;144;red
292;11;red
292;13;red
292;49;red
292;211;red
292;175;yellow
292;112;yellow
292;51;red
530;113;yellow
531;97;red
531;205;red
531;43;red
531;47;red
531;50;red
450;5;green
532;5;red
532;27;red
532;99;red
532;12;red
31;17;red
31;3;red
31;5;red
31;133;red
31;98;red
31;80;red
31;139;red
31;32;red
31;533;red
